性别,宗教,政治面貌,学历,学科,是否干部,社团类型,成长环境,是否接受过资助,大学是否志愿服务,项目开展频率,项目活动次数,活动持续时间,选择服务时间,参与项目总数,服务总时长,往返车程,服务类型之环保,社区,福利机构,助学助教,博物馆等,大型活动,其他,参与途径之学校社团,学院及班组织,校外项目,老师提供,其他途径,角色,培训情况,培训者,动机之增长才干,奉献社会,结交朋友,跟风,现实因素,其他动机,初衷实现,服务中断,中断服务之时间过多,不能自身能力,不认同项目目标,失去新鲜感,缺培训无法胜任,不认同组织形式,其他原因,争执,争执对象,争执强度,个人责任,个人处置,争执影响,未发生争执原因,挫折感,志愿服务现状满意度,过程快乐感,项目形式主义,解决困难主动性,志愿者素质,周围对志愿服务态度,服务后总结反馈,热情退却,服务提升能力,重视志愿者作用,F1,F2,F31,F32,F33,F34,满意度,动机实现,动机之被动,奉献社会1,动机之利他,动机之利己,动机之利己1,动机之利己2,动机之被动1,动机分布,动机分类,参加项目数,参加项目数量,满意度累计,失落,服务时间
2.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,40.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,5.0,2.0,4.0,5.0,2.0,4.0,1.0,2.0,-0.4127354909723792,-1.6793312232578945,-0.40290063864405107,-1.049329751179786,-0.054299873566185874,-1.4746794913333794,-51.07831485318975,1.0,1.0,6.0,9.0,2.0,7.0,8.0,8.0,21.0,3.0,0.0,0.0,23.0,0.0,0.0
2.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,60.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,3.0,2.0,2.0,,4.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,-0.2726880924975914,0.4693074343950155,0.021601872564189033,0.05993771795138523,-0.6172646471638839,0.8039194240715541,2.5410376297225863,1.0,0.0,6.0,7.0,1.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,17.0,1.0,0.0
2.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,60.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,2.0,3.0,5.0,3.0,3.0,3.0,,4.0,4.0,1.0,2.0,1.0,4.0,2.0,2.0,5.0,1.0,5.0,-0.3385109350022652,-0.45887825664452614,0.11593369090143432,-0.35020057231536816,-0.6575320598749311,-0.31837414765437927,-20.593090806201833,1.0,0.0,6.0,7.0,1.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,21.0,0.0,0.0
2.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,60.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,3.0,2.0,2.0,,4.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,-0.2726880924975914,0.4693074343950155,0.021601872564189033,0.05993771795138523,-0.6172646471638839,0.8039194240715541,2.5410376297225863,1.0,0.0,6.0,7.0,1.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,17.0,1.0,0.0
2.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,60.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,2.0,3.0,5.0,3.0,3.0,3.0,,4.0,4.0,1.0,2.0,1.0,4.0,2.0,2.0,5.0,1.0,5.0,-0.3385109350022652,-0.45887825664452614,0.11593369090143432,-0.35020057231536816,-0.6575320598749311,-0.31837414765437927,-20.593090806201833,1.0,0.0,6.0,7.0,1.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,21.0,0.0,0.0
2.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,60.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,3.0,2.0,2.0,,4.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,-0.2726880924975914,0.4693074343950155,0.021601872564189033,0.05993771795138523,-0.6172646471638839,0.8039194240715541,2.5410376297225863,1.0,0.0,6.0,7.0,1.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,17.0,1.0,0.0
2.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,60.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,2.0,3.0,5.0,3.0,3.0,3.0,,4.0,4.0,1.0,2.0,1.0,4.0,2.0,2.0,5.0,1.0,5.0,-0.3385109350022652,-0.45887825664452614,0.11593369090143432,-0.35020057231536816,-0.6575320598749311,-0.31837414765437927,-20.593090806201833,1.0,0.0,6.0,7.0,1.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,21.0,0.0,0.0
2.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,60.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,3.0,2.0,2.0,,4.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,-0.2726880924975914,0.4693074343950155,0.021601872564189033,0.05993771795138523,-0.6172646471638839,0.8039194240715541,2.5410376297225863,1.0,0.0,6.0,7.0,1.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,17.0,1.0,0.0
2.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,60.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,2.0,3.0,5.0,3.0,3.0,3.0,,4.0,4.0,1.0,2.0,1.0,4.0,2.0,2.0,5.0,1.0,5.0,-0.3385109350022652,-0.45887825664452614,0.11593369090143432,-0.35020057231536816,-0.6575320598749311,-0.31837414765437927,-20.593090806201833,1.0,0.0,6.0,7.0,1.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,21.0,0.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,40.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,-0.8139768241499218,1.19405806344878,-0.5103582849856718,1.4405080067631844,-0.3869197327500406,-0.02367277351439335,8.181504877900732,1.0,0.0,6.0,7.0,1.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,14.0,1.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,40.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.626195003351237,3.6593511640888545,2.897236370021471,3.6160711250781836,2.8249683462556923,0.848890253477795,192.15093057486524,1.0,0.0,6.0,7.0,1.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,24.0,0.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,40.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,-0.8139768241499218,1.19405806344878,-0.5103582849856718,1.4405080067631844,-0.3869197327500406,-0.02367277351439335,8.181504877900732,1.0,0.0,6.0,7.0,1.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,14.0,1.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,40.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.626195003351237,3.6593511640888545,2.897236370021471,3.6160711250781836,2.8249683462556923,0.848890253477795,192.15093057486524,1.0,0.0,6.0,7.0,1.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,24.0,0.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,40.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,-0.8139768241499218,1.19405806344878,-0.5103582849856718,1.4405080067631844,-0.3869197327500406,-0.02367277351439335,8.181504877900732,1.0,0.0,6.0,7.0,1.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,14.0,1.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,40.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.626195003351237,3.6593511640888545,2.897236370021471,3.6160711250781836,2.8249683462556923,0.848890253477795,192.15093057486524,1.0,0.0,6.0,7.0,1.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,24.0,0.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,40.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,-0.8139768241499218,1.19405806344878,-0.5103582849856718,1.4405080067631844,-0.3869197327500406,-0.02367277351439335,8.181504877900732,1.0,0.0,6.0,7.0,1.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,14.0,1.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,40.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.626195003351237,3.6593511640888545,2.897236370021471,3.6160711250781836,2.8249683462556923,0.848890253477795,192.15093057486524,1.0,0.0,6.0,7.0,1.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,24.0,0.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,80.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,2.0,,4.0,2.0,2.0,4.0,2.0,5.0,4.0,4.0,2.0,2.0,2.0,-0.004622888409907503,-0.9856399614260696,-0.21184580455005023,-0.9728635568968714,0.10712977600152492,-0.28047805503989687,-24.68977639178612,1.0,0.0,6.0,8.0,2.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,25.0,1.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,50.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,3.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,0.3117748901400367,0.09853592338828612,-0.35023169950546823,-0.08387305367839483,0.7908446188174356,0.3585736095887273,10.614252833773866,1.0,1.0,6.0,8.0,1.0,7.0,8.0,8.0,21.0,3.0,0.0,0.0,22.0,1.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,70.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,-0.8624389184147973,1.0240253757550883,-0.387039845850618,0.5018965345172279,-1.0606178782990165,1.1818183138937848,-0.40051523893673036,1.0,0.0,6.0,8.0,2.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,14.0,1.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,70.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,3.0,4.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,-0.6279167010201119,-0.050151412032816166,0.2594618855509369,-0.12797386688301451,-1.3205518530627705,0.09114115067115898,-19.224855468093562,0.0,0.0,6.0,8.0,2.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,19.0,0.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,90.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,1.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,-0.3062621302135447,-0.17817909211505517,0.19454574029423108,-0.028902814129323575,-0.6355671461539165,-0.31287291377605214,-12.53203738404014,1.0,0.0,6.0,8.0,2.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,18.0,0.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,80.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,2.0,,4.0,2.0,2.0,4.0,2.0,5.0,4.0,4.0,2.0,2.0,2.0,-0.004622888409907503,-0.9856399614260696,-0.21184580455005023,-0.9728635568968714,0.10712977600152492,-0.28047805503989687,-24.68977639178612,1.0,0.0,6.0,8.0,2.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,25.0,1.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,50.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,3.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,0.3117748901400367,0.09853592338828612,-0.35023169950546823,-0.08387305367839483,0.7908446188174356,0.3585736095887273,10.614252833773866,1.0,1.0,6.0,8.0,1.0,7.0,8.0,8.0,21.0,3.0,0.0,0.0,22.0,1.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,70.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,-0.8624389184147973,1.0240253757550883,-0.387039845850618,0.5018965345172279,-1.0606178782990165,1.1818183138937848,-0.40051523893673036,1.0,0.0,6.0,8.0,2.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,14.0,1.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,70.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,3.0,4.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,-0.6279167010201119,-0.050151412032816166,0.2594618855509369,-0.12797386688301451,-1.3205518530627705,0.09114115067115898,-19.224855468093562,0.0,0.0,6.0,8.0,2.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,19.0,0.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,90.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,1.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,-0.3062621302135447,-0.17817909211505517,0.19454574029423108,-0.028902814129323575,-0.6355671461539165,-0.31287291377605214,-12.53203738404014,1.0,0.0,6.0,8.0,2.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,18.0,0.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,80.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,2.0,,4.0,2.0,2.0,4.0,2.0,5.0,4.0,4.0,2.0,2.0,2.0,-0.004622888409907503,-0.9856399614260696,-0.21184580455005023,-0.9728635568968714,0.10712977600152492,-0.28047805503989687,-24.68977639178612,1.0,0.0,6.0,8.0,2.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,25.0,1.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,50.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,3.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,0.3117748901400367,0.09853592338828612,-0.35023169950546823,-0.08387305367839483,0.7908446188174356,0.3585736095887273,10.614252833773866,1.0,1.0,6.0,8.0,1.0,7.0,8.0,8.0,21.0,3.0,0.0,0.0,22.0,1.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,70.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,-0.8624389184147973,1.0240253757550883,-0.387039845850618,0.5018965345172279,-1.0606178782990165,1.1818183138937848,-0.40051523893673036,1.0,0.0,6.0,8.0,2.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,14.0,1.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,70.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,3.0,4.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,-0.6279167010201119,-0.050151412032816166,0.2594618855509369,-0.12797386688301451,-1.3205518530627705,0.09114115067115898,-19.224855468093562,0.0,0.0,6.0,8.0,2.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,19.0,0.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,90.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,1.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,-0.3062621302135447,-0.17817909211505517,0.19454574029423108,-0.028902814129323575,-0.6355671461539165,-0.31287291377605214,-12.53203738404014,1.0,0.0,6.0,8.0,2.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,18.0,0.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,80.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,2.0,,4.0,2.0,2.0,4.0,2.0,5.0,4.0,4.0,2.0,2.0,2.0,-0.004622888409907503,-0.9856399614260696,-0.21184580455005023,-0.9728635568968714,0.10712977600152492,-0.28047805503989687,-24.68977639178612,1.0,0.0,6.0,8.0,2.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,25.0,1.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,50.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,3.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,0.3117748901400367,0.09853592338828612,-0.35023169950546823,-0.08387305367839483,0.7908446188174356,0.3585736095887273,10.614252833773866,1.0,1.0,6.0,8.0,1.0,7.0,8.0,8.0,21.0,3.0,0.0,0.0,22.0,1.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,70.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,-0.8624389184147973,1.0240253757550883,-0.387039845850618,0.5018965345172279,-1.0606178782990165,1.1818183138937848,-0.40051523893673036,1.0,0.0,6.0,8.0,2.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,14.0,1.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,70.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,3.0,4.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,-0.6279167010201119,-0.050151412032816166,0.2594618855509369,-0.12797386688301451,-1.3205518530627705,0.09114115067115898,-19.224855468093562,0.0,0.0,6.0,8.0,2.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,19.0,0.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,90.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,1.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,-0.3062621302135447,-0.17817909211505517,0.19454574029423108,-0.028902814129323575,-0.6355671461539165,-0.31287291377605214,-12.53203738404014,1.0,0.0,6.0,8.0,2.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,18.0,0.0,0.0
